frame,timestamp,player_id,team,x_position,y_position,velocity,acceleration,direction_deg,court_zone,ball_possession,distance_to_ball,nearest_opponent,nearest_teammate,event,team_spacing,team_centroid_x,team_centroid_y,paint_count_own,paint_count_opp,possession_side,handler_isolation,bbox_x1,bbox_y1,bbox_x2,bbox_y2,ball_x2d,ball_y2d,ball_velocity,distance_to_basket,vel_toward_basket,drive_flag,fast_break_flag,possession_id,possession_duration,confidence,play_type,paint_touches,off_ball_distance,shot_clock_est,scoreboard_shot_clock,scoreboard_game_clock,scoreboard_period,scoreboard_score_diff,possession_duration_sec,possession_type,ankle_x,ankle_y,contest_arm_angle,jump_detected,dribble_hand,ball_shot_arc_angle,ball_peak_height_px,ball_pass_speed_pxpf,team_abbrev,player_name,homography_valid
462,15.415,1,green,986,186,0.0,0.0,0.0,mid_range,0,,,188.2,none,175170.5,1360.0,277.8,0,0,right,,1101.0,104.0,1295.0,275.0,1872.0,331.0,0.0,1068.6,0.0,0,0,5,0,0.733,unclassified,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,,,42.96251596191473,,,0
462,15.415,2,green,637,329,0.0,0.0,0.0,3pt_arc,0,,,189.6,none,175170.5,1360.0,277.8,0,0,right,,535.0,86.0,709.0,285.0,1872.0,331.0,0.0,715.0,0.0,0,0,5,0,0.733,unclassified,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,,,42.96251596191473,,,0
462,15.415,4,green,808,247,0.0,0.0,0.0,3pt_arc,0,,,188.2,none,175170.5,1360.0,277.8,0,0,right,,667.0,-15.0,1112.0,270.0,1872.0,331.0,0.0,893.9,0.0,0,0,5,0,0.733,unclassified,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,,,42.96251596191473,,,0
462,15.415,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,175170.5,1360.0,277.8,0,0,right,,566.0,145.0,897.0,567.0,1872.0,331.0,0.0,561.3,0.0,0,0,5,0,1.0,unclassified,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,,,42.96251596191473,,,0
465,15.515,1,green,986,186,0.0,0.0,0.0,mid_range,0,,,188.2,none,175170.5,1360.0,277.8,0,0,,,1101.0,104.0,1295.0,275.0,,,0.0,1068.6,0.0,0,0,6,0,0.667,unclassified,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
465,15.515,2,green,637,329,0.0,0.0,0.0,3pt_arc,0,,,189.6,none,175170.5,1360.0,277.8,0,0,,,535.0,86.0,709.0,285.0,,,0.0,715.0,0.0,0,0,6,0,0.667,unclassified,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
465,15.515,4,green,808,247,0.0,0.0,0.0,3pt_arc,0,,,188.2,none,175170.5,1360.0,277.8,0,0,,,667.0,-15.0,1112.0,270.0,,,0.0,893.9,0.0,0,0,6,0,0.667,unclassified,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
465,15.515,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,175170.5,1360.0,277.8,0,0,,,566.0,145.0,897.0,567.0,,,0.0,561.3,0.0,0,0,6,0,0.933,unclassified,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
468,15.616,1,green,986,186,0.0,0.0,0.0,mid_range,0,,,188.2,none,175170.5,1360.0,277.8,0,0,,,1101.0,104.0,1295.0,275.0,,,0.0,1068.6,0.0,0,0,7,0,0.6,unclassified,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
468,15.616,2,green,637,329,0.0,0.0,0.0,3pt_arc,0,,,189.6,none,175170.5,1360.0,277.8,0,0,,,535.0,86.0,709.0,285.0,,,0.0,715.0,0.0,0,0,7,0,0.6,unclassified,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
468,15.616,4,green,808,247,0.0,0.0,0.0,3pt_arc,0,,,188.2,none,175170.5,1360.0,277.8,0,0,,,667.0,-15.0,1112.0,270.0,,,0.0,893.9,0.0,0,0,7,0,0.6,unclassified,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
468,15.616,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,175170.5,1360.0,277.8,0,0,,,566.0,145.0,897.0,567.0,,,0.0,561.3,0.0,0,0,7,0,0.867,unclassified,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,,,219.738228100822,,,0
471,15.716,1,green,986,186,0.0,0.0,0.0,mid_range,1,,,188.2,none,175170.5,1360.0,277.8,0,0,left,,1101.0,104.0,1295.0,275.0,719.0,197.0,0.0,1068.6,0.0,0,0,8,1,0.533,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,fast_break,,,0.0,0,unknown,,,339.42434928697867,,,0
471,15.716,2,green,637,329,0.0,0.0,0.0,3pt_arc,0,155.4,,189.6,none,175170.5,1360.0,277.8,0,0,left,,535.0,86.0,709.0,285.0,719.0,197.0,0.0,715.0,0.0,0,0,8,1,0.533,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,fast_break,,,0.0,0,unknown,,,339.42434928697867,,,0
471,15.716,4,green,808,247,0.0,0.0,0.0,3pt_arc,0,102.1,,188.2,none,175170.5,1360.0,277.8,0,0,left,,667.0,-15.0,1112.0,270.0,719.0,197.0,0.0,893.9,0.0,0,0,8,1,0.533,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,fast_break,,,0.0,0,unknown,,,339.42434928697867,,,0
471,15.716,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,175170.5,1360.0,277.8,0,0,left,,566.0,145.0,897.0,567.0,719.0,197.0,0.0,561.3,0.0,0,0,8,1,0.8,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,fast_break,,,0.0,0,unknown,,,339.42434928697867,,,0
474,15.816,1,green,958,185,9.34,9.34,182.0,mid_range,1,,,157.7,none,174032.5,1338.0,275.0,0,0,left,,1101.0,104.0,1295.0,275.0,705.0,200.0,14.32,1047.5,6.96,1,0,8,2,0.467,fast_break,0,69.0,23.9,-1.0,-1.0,-1,0,0.1,fast_break,,,0.0,0,unknown,,,7.031674369909663,,,0
474,15.816,2,green,574,324,21.07,21.07,184.5,3pt_arc,0,180.4,,,none,174032.5,1338.0,275.0,0,0,left,,535.0,86.0,709.0,285.0,705.0,200.0,14.32,677.9,11.73,0,0,8,2,0.467,fast_break,0,69.0,23.9,-1.0,-1.0,-1,0,0.1,fast_break,,,0.0,0,unknown,,,7.031674369909663,,,0
474,15.816,4,green,811,242,1.94,1.94,301.0,3pt_arc,0,114.0,,157.7,none,174032.5,1338.0,275.0,0,0,left,,667.0,-15.0,1112.0,270.0,705.0,200.0,14.32,899.5,-1.87,0,0,8,2,0.467,fast_break,0,69.0,23.9,-1.0,-1.0,-1,0,0.1,fast_break,,,0.0,0,unknown,,,7.031674369909663,,,0
474,15.816,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,174032.5,1338.0,275.0,0,0,left,,566.0,145.0,897.0,567.0,705.0,200.0,14.32,561.3,0.0,0,0,8,2,0.733,fast_break,0,69.0,23.9,-1.0,-1.0,-1,0,0.1,fast_break,,,0.0,0,unknown,,,7.031674369909663,,,0
477,15.916,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,3009.0,349.0,0,0,,,566.0,145.0,897.0,567.0,,,0.0,561.3,0.0,0,0,8,3,0.667,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,half_court,,,0.0,0,unknown,,,7.340905181848413,,,0
480,16.016,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,3009.0,349.0,0,0,,,566.0,145.0,897.0,567.0,,,0.0,561.3,0.0,0,0,8,4,0.6,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,,,5.0,,,0
480,16.016,6,white,2310,222,0.0,0.0,0.0,mid_range,0,,,,none,0.0,2310.0,222.0,0,0,,,746.0,35.0,1103.0,544.0,,,0.0,1134.2,0.0,0,0,8,4,1.0,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,,,5.0,,,0
483,16.116,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,3009.0,349.0,0,0,right,,566.0,145.0,897.0,567.0,2491.0,220.0,0.0,561.3,0.0,0,0,9,1,0.533,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,drive,,,0.0,0,unknown,89.15225795643894,120.07822833223469,19.29018172830705,,,0
483,16.116,6,white,2491,220,60.34,60.34,359.4,corner_3,1,0.0,,,none,0.0,2491.0,220.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,45.85,1,0,9,1,0.933,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,drive,,,0.0,0,unknown,89.15225795643894,120.07822833223469,19.29018172830705,,,0
486,16.216,5,green,3009,349,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,3009.0,349.0,0,0,right,,566.0,145.0,897.0,567.0,2491.0,220.0,0.0,561.3,0.0,0,0,9,2,0.467,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,89.15225795643894,120.07822833223469,19.29018172830705,,,0
486,16.216,6,white,2491,220,0.0,-60.34,0.0,corner_3,1,0.0,,,none,0.0,2491.0,220.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,2,0.867,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,89.15225795643894,120.07822833223469,19.29018172830705,,,0
489,16.316,6,white,2491,220,0.0,0.0,0.0,corner_3,1,0.0,,,none,0.0,1555.5,248.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,3,0.8,fast_break,0,0.0,23.8,-1.0,-1.0,-1,0,0.2,half_court,,,0.0,0,unknown,89.38871137807638,130.1267975020546,95.25871205418548,,,0
489,16.316,7,white,620,276,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,1555.5,248.0,0,0,right,,704.0,39.0,840.0,247.0,2491.0,220.0,0.0,744.1,0.0,0,0,9,3,1.0,fast_break,0,0.0,23.8,-1.0,-1.0,-1,0,0.2,half_court,,,0.0,0,unknown,89.38871137807638,130.1267975020546,95.25871205418548,,,0
492,16.416,6,white,2491,220,0.0,0.0,0.0,corner_3,1,0.0,,,none,0.0,1575.0,248.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,4,0.733,fast_break,0,39.0,23.7,-1.0,-1.0,-1,0,0.3,half_court,,,0.0,0,unknown,89.38871137807638,130.1267975020546,95.25871205418548,,,0
492,16.416,7,white,659,276,13.0,13.0,0.0,3pt_arc,0,,,,none,0.0,1575.0,248.0,0,0,right,,704.0,39.0,840.0,247.0,2491.0,220.0,0.0,769.2,-8.55,0,0,9,4,0.933,fast_break,0,39.0,23.7,-1.0,-1.0,-1,0,0.3,half_court,,,0.0,0,unknown,89.38871137807638,130.1267975020546,95.25871205418548,,,0
495,16.517,6,white,2491,220,0.0,0.0,0.0,corner_3,1,0.0,,,dribble,0.0,1575.0,248.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,5,0.667,fast_break,0,39.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,89.33837391196585,135.20810432911082,10.02219758558194,,,0
495,16.517,7,white,659,276,0.0,-13.0,0.0,3pt_arc,0,,,,dribble,0.0,1575.0,248.0,0,0,right,,704.0,39.0,840.0,247.0,2491.0,220.0,0.0,769.2,0.0,0,0,9,5,0.867,fast_break,0,39.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,89.33837391196585,135.20810432911082,10.02219758558194,,,0
498,16.617,6,white,2491,220,0.0,0.0,0.0,corner_3,1,0.0,,,dribble,0.0,1575.0,248.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,6,0.6,fast_break,0,39.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,89.33837391196585,135.20810432911082,10.02219758558194,,,0
498,16.617,7,white,659,276,0.0,0.0,0.0,3pt_arc,0,,,,dribble,0.0,1575.0,248.0,0,0,right,,704.0,39.0,840.0,247.0,2491.0,220.0,0.0,769.2,0.0,0,0,9,6,0.8,fast_break,0,39.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,89.33837391196585,135.20810432911082,10.02219758558194,,,0
501,16.717,6,white,2491,220,0.0,0.0,0.0,corner_3,1,0.0,,,none,0.0,1575.0,248.0,0,0,right,,746.0,35.0,1103.0,544.0,2491.0,220.0,0.0,990.5,0.0,0,0,9,7,0.533,fast_break,0,39.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,88.76745786904647,160.02180966416518,113.6172913287801,,,0
501,16.717,7,white,659,276,0.0,0.0,0.0,3pt_arc,0,,,,none,0.0,1575.0,248.0,0,0,right,,704.0,39.0,840.0,247.0,2491.0,220.0,0.0,769.2,0.0,0,0,9,7,0.733,fast_break,0,39.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,88.76745786904647,160.02180966416518,113.6172913287801,,,0
504,16.817,7,white,659,276,0.0,0.0,0.0,3pt_arc,0,,,,shot,0.0,659.0,276.0,0,0,,,704.0,39.0,840.0,247.0,,,0.0,769.2,0.0,0,0,9,8,0.667,fast_break,0,0.0,24.0,-1.0,-1.0,-1,0,0.0,half_court,,,0.0,0,unknown,88.76745786904647,160.02180966416518,113.6172913287801,,,0
507,16.917,2,green,575,319,1.7,-19.37,281.3,3pt_arc,0,,94.4,,none,0.0,575.0,319.0,0,0,left,,545.0,29.0,730.0,275.0,1417.0,214.0,0.0,682.5,-1.52,0,0,9,9,1.0,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,88.93005482242654,156.1985444699954,127.19364065165452,,,0
507,16.917,7,white,659,276,0.0,0.0,0.0,3pt_arc,0,,94.4,,none,0.0,659.0,276.0,0,0,left,,704.0,39.0,840.0,247.0,1417.0,214.0,0.0,769.2,0.0,0,0,9,9,0.6,fast_break,0,0.0,23.9,-1.0,-1.0,-1,0,0.1,half_court,,,0.0,0,unknown,88.93005482242654,156.1985444699954,127.19364065165452,,,0
510,17.017,2,green,609,321,11.35,9.65,3.4,3pt_arc,0,,63.2,,none,0.0,609.0,321.0,0,0,left,,546.1764984130859,28.18354034423828,730.6399078369141,271.89086151123047,1417.0,214.0,0.0,702.5,-6.85,0,0,9,10,0.933,fast_break,0,0.0,23.8,-1.0,-1.0,-1,0,0.2,half_court,,,0.0,0,unknown,88.93005482242654,156.1985444699954,127.19364065165452,,,0
510,17.017,9,white,547,333,0.0,0.0,0.0,3pt_arc,0,,63.2,,none,0.0,547.0,333.0,0,0,left,,526.0,128.0,679.0,278.0,1417.0,214.0,0.0,654.3,0.0,0,0,9,10,1.0,fast_break,0,0.0,23.8,-1.0,-1.0,-1,0,0.2,half_court,,,0.0,0,unknown,88.93005482242654,156.1985444699954,127.19364065165452,,,0
513,17.117,2,green,625,313,5.96,-5.39,333.4,3pt_arc,0,116.9,90.8,,none,0.0,625.0,313.0,0,0,left,,582.0,41.0,735.0,285.0,578.0,206.0,839.04,719.0,-5.51,0,0,9,11,1.0,fast_break,0,0.0,23.7,-1.0,-1.0,-1,0,0.3,half_court,,,0.0,0,unknown,88.10816645414953,174.17316628803405,128.3398266755535,,,0
513,17.117,9,white,539,342,4.01,4.01,131.6,3pt_arc,0,141.5,90.8,,none,0.0,539.0,342.0,0,0,left,,513.0,139.0,649.0,283.0,578.0,206.0,839.04,642.3,4.0,0,0,9,11,1.0,fast_break,0,0.0,23.7,-1.0,-1.0,-1,0,0.3,half_court,,,0.0,0,unknown,88.10816645414953,174.17316628803405,128.3398266755535,,,0
516,17.217,2,green,690,313,21.67,15.71,0.0,3pt_arc,0,154.9,190.0,,none,0.0,690.0,313.0,0,0,left,,584.5558319091797,44.50994110107422,748.2169952392578,288.41077423095703,578.0,206.0,0.0,763.2,-15.24,0,0,10,0,0.933,fast_break,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,88.10816645414953,174.17316628803405,128.3398266755535,,,0
516,17.217,9,white,504,352,12.13,8.12,164.1,3pt_arc,0,163.7,190.0,,none,0.0,504.0,352.0,0,0,left,,483.0,143.0,628.0,281.0,578.0,206.0,0.0,613.7,9.4,0,0,10,0,1.0,fast_break,0,0.0,23.6,-1.0,-1.0,-1,0,0.4,half_court,,,0.0,0,unknown,88.10816645414953,174.17316628803405,128.3398266755535,,,0
519,17.317,2,green,712,310,7.4,-14.27,352.2,3pt_arc,0,177.2,91.1,,none,0.0,712.0,310.0,0,0,left,,593.5749969482422,48.85221099853516,757.2361602783203,292.753044128418,859.0,211.0,281.04,780.9,-5.95,0,0,11,0,0.867,fast_break,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
519,17.317,8,white,621,315,0.0,0.0,0.0,3pt_arc,0,,91.1,179.0,none,0.0,536.0,343.0,0,0,left,,594.0,31.0,714.0,270.0,859.0,211.0,281.04,714.8,0.0,0,0,11,0,0.8,fast_break,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
519,17.317,9,white,451,371,18.77,6.64,160.3,3pt_arc,0,,,179.0,none,0.0,536.0,343.0,0,0,left,,440.0,135.0,585.0,281.0,859.0,211.0,281.04,568.7,14.65,0,0,11,0,1.0,fast_break,0,0.0,23.5,-1.0,-1.0,-1,0,0.5,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
522,17.417,2,green,737,308,8.36,0.96,355.4,3pt_arc,0,155.9,132.0,,none,0.0,737.0,308.0,0,0,left,,602.5941619873047,53.194480895996094,766.2553253173828,297.0953140258789,859.0,211.0,0.0,800.4,-6.53,0,0,12,0,0.8,fast_break,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
522,17.417,9,white,455,389,6.15,-12.62,77.5,3pt_arc,0,,,161.4,none,0.0,532.5,366.5,0,0,left,,412.5030975341797,136.49846649169922,556.0084991455078,279.95850372314453,859.0,211.0,0.0,555.6,4.31,0,0,12,0,0.933,fast_break,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
522,17.417,10,white,610,344,0.0,0.0,0.0,3pt_arc,0,,132.0,161.4,none,0.0,532.5,366.5,0,0,left,,518.0,45.0,657.0,303.0,859.0,211.0,0.0,685.8,0.0,0,0,12,0,1.0,fast_break,0,0.0,23.4,-1.0,-1.0,-1,0,0.6,half_court,,,0.0,0,unknown,87.93480264151806,175.43573133697322,67.34653335959881,,,0
525,17.518,2,green,759,305,7.4,-0.96,352.2,3pt_arc,0,,105.2,,none,0.0,759.0,305.0,0,0,left,,611.6133270263672,57.53675079345703,775.2744903564453,301.43758392333984,1598.0,255.0,740.31,818.6,-6.1,0,0,13,0,0.733,fast_break,0,0.0,23.3,-1.0,-1.0,-1,0,0.7,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
525,17.518,9,white,408,407,16.78,10.63,159.0,3pt_arc,0,,,,none,0.0,535.5,377.5,0,0,left,,380.19981384277344,135.62700653076172,523.7052154541016,279.08704376220703,1598.0,255.0,740.31,515.8,12.96,0,0,13,0,0.867,fast_break,0,0.0,23.3,-1.0,-1.0,-1,0,0.7,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
525,17.518,10,white,663,348,17.72,17.72,4.3,3pt_arc,0,,105.2,,none,0.0,535.5,377.5,0,0,left,,518.0,45.0,657.0,303.0,1598.0,255.0,740.31,719.4,-11.58,0,0,13,0,0.933,fast_break,0,0.0,23.3,-1.0,-1.0,-1,0,0.7,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
528,17.618,2,green,781,302,7.4,0.0,352.2,3pt_arc,0,,126.6,,none,0.0,781.0,302.0,0,0,left,,620.6324920654297,61.87902069091797,784.2936553955078,305.7798538208008,1598.0,255.0,0.0,837.0,-6.16,0,0,14,0,0.667,fast_break,0,0.0,23.2,-1.0,-1.0,-1,0,0.8,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
528,17.618,9,white,356,424,18.24,1.46,161.9,3pt_arc,0,,,,none,0.0,509.5,386.0,0,0,left,,347.8965301513672,134.75554656982422,491.4019317626953,278.2155838012696,1598.0,255.0,0.0,476.8,12.5,0,0,14,0,0.8,fast_break,0,0.0,23.2,-1.0,-1.0,-1,0,0.8,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
528,17.618,10,white,663,348,0.0,-17.72,0.0,3pt_arc,0,,126.6,,none,0.0,509.5,386.0,0,0,left,,518.0,45.0,657.0,303.0,1598.0,255.0,0.0,719.4,0.0,0,0,14,0,0.867,fast_break,0,0.0,23.2,-1.0,-1.0,-1,0,0.8,half_court,,,0.0,0,unknown,88.29679884825187,168.60006026860083,97.182531580755,,,0
531,17.718,2,green,807,300,8.69,1.29,355.6,3pt_arc,0,193.8,151.8,,none,0.0,807.0,300.0,0,0,left,,629.6516571044922,66.2212905883789,793.3128204345703,310.1221237182617,630.0,221.0,968.6,857.9,-7.04,0,0,15,0,0.6,fast_break,0,0.0,23.1,-1.0,-1.0,-1,0,0.9,half_court,,,0.0,0,unknown,84.81121218068783,196.60677842937716,116.88550903436328,,,0
