game,n_ticks,record_type,date,timestamp_start,timestamp_end,outcome,e4_brier,ladder_base_brier,arm,nominal,cell,group_id,n_games,folds,mean_probability,observed_frequency,mean_lo,mean_hi,covered
401705161,256,sample_game,,,,,,,,,,,,,,,,,
401705170,267,sample_game,,,,,,,,,,,,,,,,,
401705171,297,sample_game,,,,,,,,,,,,,,,,,
401705172,295,sample_game,,,,,,,,,,,,,,,,,
401705174,289,sample_game,,,,,,,,,,,,,,,,,
401705176,259,sample_game,,,,,,,,,,,,,,,,,
401705190,308,sample_game,,,,,,,,,,,,,,,,,
401705191,323,sample_game,,,,,,,,,,,,,,,,,
401705206,302,sample_game,,,,,,,,,,,,,,,,,
401705208,283,sample_game,,,,,,,,,,,,,,,,,
401705220,302,sample_game,,,,,,,,,,,,,,,,,
401705223,284,sample_game,,,,,,,,,,,,,,,,,
401705224,300,sample_game,,,,,,,,,,,,,,,,,
401705227,293,sample_game,,,,,,,,,,,,,,,,,
401705238,298,sample_game,,,,,,,,,,,,,,,,,
401705755,373,sample_game,,,,,,,,,,,,,,,,,
401705759,339,sample_game,,,,,,,,,,,,,,,,,
401705764,371,sample_game,,,,,,,,,,,,,,,,,
401734907,272,sample_game,,,,,,,,,,,,,,,,,
401736810,271,sample_game,,,,,,,,,,,,,,,,,
401736815,276,sample_game,,,,,,,,,,,,,,,,,
401737902,281,sample_game,,,,,,,,,,,,,,,,,
401748705,297,sample_game,,,,,,,,,,,,,,,,,
401766124,287,sample_game,,,,,,,,,,,,,,,,,
401766125,299,sample_game,,,,,,,,,,,,,,,,,
401766462,330,sample_game,,,,,,,,,,,,,,,,,
401767820,328,sample_game,,,,,,,,,,,,,,,,,
401767910,333,sample_game,,,,,,,,,,,,,,,,,
401768045,387,sample_game,,,,,,,,,,,,,,,,,
401768063,343,sample_game,,,,,,,,,,,,,,,,,
401768065,345,sample_game,,,,,,,,,,,,,,,,,
401769743,389,sample_game,,,,,,,,,,,,,,,,,
401769746,377,sample_game,,,,,,,,,,,,,,,,,
401769838,367,sample_game,,,,,,,,,,,,,,,,,
401769987,386,sample_game,,,,,,,,,,,,,,,,,
401809236,321,sample_game,,,,,,,,,,,,,,,,,
401809511,276,sample_game,,,,,,,,,,,,,,,,,
401809773,276,sample_game,,,,,,,,,,,,,,,,,
401809795,285,sample_game,,,,,,,,,,,,,,,,,
401809802,280,sample_game,,,,,,,,,,,,,,,,,
401809808,272,sample_game,,,,,,,,,,,,,,,,,
401809813,274,sample_game,,,,,,,,,,,,,,,,,
401809816,292,sample_game,,,,,,,,,,,,,,,,,
401809818,272,sample_game,,,,,,,,,,,,,,,,,
401809839,266,sample_game,,,,,,,,,,,,,,,,,
401809934,282,sample_game,,,,,,,,,,,,,,,,,
401809952,269,sample_game,,,,,,,,,,,,,,,,,
401809955,269,sample_game,,,,,,,,,,,,,,,,,
401810007,265,sample_game,,,,,,,,,,,,,,,,,
401810008,266,sample_game,,,,,,,,,,,,,,,,,
401810013,273,sample_game,,,,,,,,,,,,,,,,,
401810026,270,sample_game,,,,,,,,,,,,,,,,,
401810031,264,sample_game,,,,,,,,,,,,,,,,,
401810034,309,sample_game,,,,,,,,,,,,,,,,,
401810044,282,sample_game,,,,,,,,,,,,,,,,,
401810048,298,sample_game,,,,,,,,,,,,,,,,,
401810052,256,sample_game,,,,,,,,,,,,,,,,,
401810055,270,sample_game,,,,,,,,,,,,,,,,,
401810058,276,sample_game,,,,,,,,,,,,,,,,,
401810060,264,sample_game,,,,,,,,,,,,,,,,,
401810066,274,sample_game,,,,,,,,,,,,,,,,,
401810068,333,sample_game,,,,,,,,,,,,,,,,,
401810076,292,sample_game,,,,,,,,,,,,,,,,,
401810123,289,sample_game,,,,,,,,,,,,,,,,,
401810126,270,sample_game,,,,,,,,,,,,,,,,,
401810131,267,sample_game,,,,,,,,,,,,,,,,,
401810138,287,sample_game,,,,,,,,,,,,,,,,,
401810147,295,sample_game,,,,,,,,,,,,,,,,,
401810148,280,sample_game,,,,,,,,,,,,,,,,,
401810154,267,sample_game,,,,,,,,,,,,,,,,,
401810182,261,sample_game,,,,,,,,,,,,,,,,,
401810184,254,sample_game,,,,,,,,,,,,,,,,,
401810229,274,sample_game,,,,,,,,,,,,,,,,,
401810233,280,sample_game,,,,,,,,,,,,,,,,,
401810239,446,sample_game,,,,,,,,,,,,,,,,,
401810241,285,sample_game,,,,,,,,,,,,,,,,,
401810269,278,sample_game,,,,,,,,,,,,,,,,,
401810284,293,sample_game,,,,,,,,,,,,,,,,,
401810347,263,sample_game,,,,,,,,,,,,,,,,,
401810349,1192,sample_game,,,,,,,,,,,,,,,,,
401810350,299,sample_game,,,,,,,,,,,,,,,,,
401810360,292,sample_game,,,,,,,,,,,,,,,,,
401810365,295,sample_game,,,,,,,,,,,,,,,,,
401810370,285,sample_game,,,,,,,,,,,,,,,,,
401810372,245,sample_game,,,,,,,,,,,,,,,,,
401810380,328,sample_game,,,,,,,,,,,,,,,,,
401810383,265,sample_game,,,,,,,,,,,,,,,,,
401810387,292,sample_game,,,,,,,,,,,,,,,,,
401810389,260,sample_game,,,,,,,,,,,,,,,,,
401810391,340,sample_game,,,,,,,,,,,,,,,,,
401810398,254,sample_game,,,,,,,,,,,,,,,,,
401810400,299,sample_game,,,,,,,,,,,,,,,,,
401810417,288,sample_game,,,,,,,,,,,,,,,,,
401810419,332,sample_game,,,,,,,,,,,,,,,,,
401810476,256,sample_game,,,,,,,,,,,,,,,,,
401810486,273,sample_game,,,,,,,,,,,,,,,,,
401810491,245,sample_game,,,,,,,,,,,,,,,,,
401810500,258,sample_game,,,,,,,,,,,,,,,,,
401810504,263,sample_game,,,,,,,,,,,,,,,,,
401810509,261,sample_game,,,,,,,,,,,,,,,,,
401810521,307,sample_game,,,,,,,,,,,,,,,,,
401810522,317,sample_game,,,,,,,,,,,,,,,,,
401810526,256,sample_game,,,,,,,,,,,,,,,,,
401810533,282,sample_game,,,,,,,,,,,,,,,,,
401810536,284,sample_game,,,,,,,,,,,,,,,,,
401810537,258,sample_game,,,,,,,,,,,,,,,,,
401810538,295,sample_game,,,,,,,,,,,,,,,,,
401810545,261,sample_game,,,,,,,,,,,,,,,,,
401810563,314,sample_game,,,,,,,,,,,,,,,,,
401810564,265,sample_game,,,,,,,,,,,,,,,,,
401810569,274,sample_game,,,,,,,,,,,,,,,,,
401810639,299,sample_game,,,,,,,,,,,,,,,,,
401810645,267,sample_game,,,,,,,,,,,,,,,,,
401810646,262,sample_game,,,,,,,,,,,,,,,,,
401810649,274,sample_game,,,,,,,,,,,,,,,,,
401810652,285,sample_game,,,,,,,,,,,,,,,,,
401810661,266,sample_game,,,,,,,,,,,,,,,,,
401810665,284,sample_game,,,,,,,,,,,,,,,,,
401810667,294,sample_game,,,,,,,,,,,,,,,,,
401810671,278,sample_game,,,,,,,,,,,,,,,,,
401810675,254,sample_game,,,,,,,,,,,,,,,,,
401810677,261,sample_game,,,,,,,,,,,,,,,,,
401810679,257,sample_game,,,,,,,,,,,,,,,,,
401810684,265,sample_game,,,,,,,,,,,,,,,,,
401810685,255,sample_game,,,,,,,,,,,,,,,,,
401810688,327,sample_game,,,,,,,,,,,,,,,,,
401810690,500,sample_game,,,,,,,,,,,,,,,,,
401810691,393,sample_game,,,,,,,,,,,,,,,,,
401810696,342,sample_game,,,,,,,,,,,,,,,,,
401810697,311,sample_game,,,,,,,,,,,,,,,,,
401810702,276,sample_game,,,,,,,,,,,,,,,,,
401810705,272,sample_game,,,,,,,,,,,,,,,,,
401810756,276,sample_game,,,,,,,,,,,,,,,,,
401810759,310,sample_game,,,,,,,,,,,,,,,,,
401810763,273,sample_game,,,,,,,,,,,,,,,,,
401810770,356,sample_game,,,,,,,,,,,,,,,,,
401810783,279,sample_game,,,,,,,,,,,,,,,,,
401810784,324,sample_game,,,,,,,,,,,,,,,,,
401810806,260,sample_game,,,,,,,,,,,,,,,,,
401810807,300,sample_game,,,,,,,,,,,,,,,,,
401810811,291,sample_game,,,,,,,,,,,,,,,,,
401810816,311,sample_game,,,,,,,,,,,,,,,,,
401810819,356,sample_game,,,,,,,,,,,,,,,,,
401810824,364,sample_game,,,,,,,,,,,,,,,,,
401810826,272,sample_game,,,,,,,,,,,,,,,,,
401810829,368,sample_game,,,,,,,,,,,,,,,,,
401810831,289,sample_game,,,,,,,,,,,,,,,,,
401810843,259,sample_game,,,,,,,,,,,,,,,,,
401810910,297,sample_game,,,,,,,,,,,,,,,,,
401810913,331,sample_game,,,,,,,,,,,,,,,,,
401810915,318,sample_game,,,,,,,,,,,,,,,,,
401810921,321,sample_game,,,,,,,,,,,,,,,,,
401810933,304,sample_game,,,,,,,,,,,,,,,,,
401810939,260,sample_game,,,,,,,,,,,,,,,,,
401810940,251,sample_game,,,,,,,,,,,,,,,,,
401810947,257,sample_game,,,,,,,,,,,,,,,,,
401810949,285,sample_game,,,,,,,,,,,,,,,,,
401810952,301,sample_game,,,,,,,,,,,,,,,,,
401810958,373,sample_game,,,,,,,,,,,,,,,,,
401810965,317,sample_game,,,,,,,,,,,,,,,,,
401810979,233,sample_game,,,,,,,,,,,,,,,,,
401810981,229,sample_game,,,,,,,,,,,,,,,,,
401810987,259,sample_game,,,,,,,,,,,,,,,,,
401812483,313,sample_game,,,,,,,,,,,,,,,,,
401812678,266,sample_game,,,,,,,,,,,,,,,,,
401812680,1119,sample_game,,,,,,,,,,,,,,,,,
401812692,265,sample_game,,,,,,,,,,,,,,,,,
401812710,600,sample_game,,,,,,,,,,,,,,,,,
401812712,265,sample_game,,,,,,,,,,,,,,,,,
401812720,268,sample_game,,,,,,,,,,,,,,,,,
401812724,259,sample_game,,,,,,,,,,,,,,,,,
401812729,259,sample_game,,,,,,,,,,,,,,,,,
401812734,264,sample_game,,,,,,,,,,,,,,,,,
401836754,267,sample_game,,,,,,,,,,,,,,,,,
401836799,468,sample_game,,,,,,,,,,,,,,,,,
401836805,289,sample_game,,,,,,,,,,,,,,,,,
401836807,268,sample_game,,,,,,,,,,,,,,,,,
401839023,267,sample_game,,,,,,,,,,,,,,,,,
401850920,288,sample_game,,,,,,,,,,,,,,,,,
401859965,183,sample_game,,,,,,,,,,,,,,,,,
401866758,212,sample_game,,,,,,,,,,,,,,,,,
401869191,303,sample_game,,,,,,,,,,,,,,,,,
401869373,188,sample_game,,,,,,,,,,,,,,,,,
401869386,240,sample_game,,,,,,,,,,,,,,,,,
401869389,191,sample_game,,,,,,,,,,,,,,,,,
401869391,195,sample_game,,,,,,,,,,,,,,,,,
401869397,186,sample_game,,,,,,,,,,,,,,,,,
401869402,264,sample_game,,,,,,,,,,,,,,,,,
401869404,191,sample_game,,,,,,,,,,,,,,,,,
401869406,180,sample_game,,,,,,,,,,,,,,,,,
401869408,210,sample_game,,,,,,,,,,,,,,,,,
401869410,175,sample_game,,,,,,,,,,,,,,,,,
401869417,220,sample_game,,,,,,,,,,,,,,,,,
401869418,315,sample_game,,,,,,,,,,,,,,,,,
401871161,266,sample_game,,,,,,,,,,,,,,,,,
401703391,283,paired_loss,2024-11-19,2024-11-20T00:42:03Z,2024-11-20T05:24:03Z,1.0,0.16326451413427562,0.12292498374617206,,,,,,,,,,,
401703423,274,paired_loss,2024-12-03,2024-12-04T00:43:02Z,2024-12-04T05:16:03Z,1.0,0.03563053193430657,0.024805327818700974,,,,,,,,,,,
401704699,474,paired_loss,2024-11-01,2024-11-01T23:15:03Z,2024-11-02T07:08:02Z,1.0,0.002252199894514768,0.999999999999984,,,,,,,,,,,
401704700,478,paired_loss,2024-11-01,2024-11-01T23:11:03Z,2024-11-02T07:08:02Z,0.0,0.0014747285564853554,0.3180455434445825,,,,,,,,,,,
401704701,864,paired_loss,2024-11-01,2024-11-01T23:41:03Z,2024-11-02T14:04:03Z,0.0,0.004860496527777779,0.9889694331949614,,,,,,,,,,,
401704704,418,paired_loss,2024-11-01,2024-11-02T00:11:02Z,2024-11-02T07:08:02Z,1.0,0.09835742703349283,4.38485959333567e-08,,,,,,,,,,,
401704787,261,paired_loss,2024-11-13,2024-11-14T00:44:03Z,2024-11-14T05:04:02Z,1.0,0.0080389683908046,0.3068520638660494,,,,,,,,,,,
401704793,249,paired_loss,2024-11-13,2024-11-14T03:11:03Z,2024-11-14T07:19:02Z,1.0,0.019351396586345382,0.21775598658718065,,,,,,,,,,,
401704795,301,paired_loss,2024-11-16,2024-11-16T20:11:02Z,2024-11-17T01:11:03Z,1.0,0.18207309053156145,0.15471633286290223,,,,,,,,,,,
401704822,262,paired_loss,2024-11-20,2024-11-21T01:12:03Z,2024-11-21T05:33:03Z,1.0,0.016683382633587786,0.09167588636205641,,,,,,,,,,,
401704832,255,paired_loss,2024-11-23,2024-11-24T01:11:03Z,2024-11-24T05:25:03Z,0.0,0.02868280196078431,0.09798589327563363,,,,,,,,,,,
401704872,269,paired_loss,2024-12-01,2024-12-01T20:41:02Z,2024-12-02T01:09:02Z,1.0,0.09432447397769517,0.05993846462148425,,,,,,,,,,,
401704873,267,paired_loss,2024-12-01,2024-12-01T23:11:02Z,2024-12-02T03:37:03Z,1.0,0.15378785018726593,0.1540085451496462,,,,,,,,,,,
401704876,296,paired_loss,2024-12-01,2024-12-02T00:12:03Z,2024-12-02T05:07:03Z,1.0,0.1364141376689189,0.10920491503626574,,,,,,,,,,,
401704878,265,paired_loss,2024-12-01,2024-12-02T02:12:02Z,2024-12-02T06:36:03Z,0.0,0.06185410566037736,0.10736614481694144,,,,,,,,,,,
401704893,255,paired_loss,2024-12-05,2024-12-06T00:44:03Z,2024-12-06T04:58:03Z,1.0,0.010897227450980393,0.006270519494538326,,,,,,,,,,,
401704900,304,paired_loss,2024-12-06,2024-12-07T00:41:03Z,2024-12-07T05:44:03Z,1.0,0.13260282730263157,0.08808407590678675,,,,,,,,,,,
401704901,270,paired_loss,2024-12-06,2024-12-07T00:44:03Z,2024-12-07T05:13:03Z,1.0,0.059168609259259264,0.03628360143853484,,,,,,,,,,,
401704906,268,paired_loss,2024-12-07,2024-12-07T18:11:03Z,2024-12-07T22:38:03Z,0.0,0.001459537313432836,0.02446636903382632,,,,,,,,,,,
401704917,265,paired_loss,2024-12-08,2024-12-08T23:13:02Z,2024-12-09T03:37:03Z,1.0,0.06862582075471697,0.02790470127681377,,,,,,,,,,,
401704919,267,paired_loss,2024-12-08,2024-12-09T00:11:02Z,2024-12-09T04:37:02Z,0.0,0.0031902790262172288,0.025838576822869434,,,,,,,,,,,
401704922,268,paired_loss,2024-12-08,2024-12-09T02:11:02Z,2024-12-09T06:38:02Z,0.0,0.0315120270522388,0.0962621386689145,,,,,,,,,,,
401704923,262,paired_loss,2024-12-08,2024-12-09T02:11:02Z,2024-12-09T06:32:03Z,1.0,0.003625420801526719,0.0012005864676608367,,,,,,,,,,,
401704925,265,paired_loss,2024-12-09,2024-12-10T00:43:02Z,2024-12-10T05:07:03Z,0.0,0.055493890566037735,0.1392454870101775,,,,,,,,,,,
401704958,282,paired_loss,2024-12-23,2024-12-24T00:46:03Z,2024-12-24T05:27:03Z,1.0,0.006582095744680851,0.0003083895232315882,,,,,,,,,,,
401704962,279,paired_loss,2024-12-23,2024-12-24T00:43:03Z,2024-12-24T05:21:02Z,1.0,0.014200921146953404,0.0011104226259898058,,,,,,,,,,,
401704964,246,paired_loss,2024-12-23,2024-12-24T01:11:03Z,2024-12-24T05:16:03Z,0.0,0.03264268495934959,0.0990289227628196,,,,,,,,,,,
401704965,272,paired_loss,2024-12-23,2024-12-24T01:11:03Z,2024-12-24T05:42:03Z,0.0,0.22787934007352942,0.38508062779924274,,,,,,,,,,,
401704967,282,paired_loss,2024-12-23,2024-12-24T01:41:03Z,2024-12-24T06:22:03Z,1.0,0.003973885638297872,0.00015778746726099883,,,,,,,,,,,
401704978,272,paired_loss,2024-12-26,2024-12-27T00:12:03Z,2024-12-27T04:43:03Z,1.0,0.10225663970588235,0.10121565946967347,,,,,,,,,,,
401704987,276,paired_loss,2024-12-27,2024-12-28T00:41:03Z,2024-12-28T05:16:03Z,0.0,0.035386016304347824,0.04499752593982411,,,,,,,,,,,
401704992,272,paired_loss,2024-12-27,2024-12-28T03:11:03Z,2024-12-28T07:42:03Z,1.0,0.02687225551470588,0.011149097934684183,,,,,,,,,,,
401704993,255,paired_loss,2024-12-28,2024-12-28T20:12:03Z,2024-12-29T00:26:03Z,1.0,0.0797220843137255,0.0398079254041614,,,,,,,,,,,
401705000,280,paired_loss,2024-12-28,2024-12-29T03:13:03Z,2024-12-29T07:52:03Z,1.0,0.03849123928571429,0.018539558382097296,,,,,,,,,,,
401705003,264,paired_loss,2024-12-29,2024-12-29T23:11:03Z,2024-12-30T03:34:03Z,0.0,0.1858035369318182,0.2701607949888889,,,,,,,,,,,
401705006,254,paired_loss,2024-12-29,2024-12-30T00:12:03Z,2024-12-30T04:25:03Z,1.0,0.00908642618110236,0.003132229721225685,,,,,,,,,,,
401705012,276,paired_loss,2024-12-30,2024-12-31T03:12:03Z,2024-12-31T07:47:03Z,0.0,0.03751438586956522,0.0704276400114242,,,,,,,,,,,
401705013,294,paired_loss,2024-12-30,2024-12-31T03:14:03Z,2024-12-31T08:07:03Z,0.0,0.011830675170068028,0.029673317669291835,,,,,,,,,,,
401705021,264,paired_loss,2025-01-01,2025-01-02T00:12:03Z,2025-01-02T04:35:03Z,1.0,0.03150959943181818,0.009213521124963308,,,,,,,,,,,
401705022,259,paired_loss,2025-01-01,2025-01-02T00:12:03Z,2025-01-02T04:30:03Z,1.0,0.12531279247104246,0.0764977703786565,,,,,,,,,,,
401705028,273,paired_loss,2025-01-01,2025-01-02T03:11:02Z,2025-01-02T07:43:03Z,1.0,0.13938354853479853,0.13805209354781564,,,,,,,,,,,
401705030,292,paired_loss,2025-01-02,2025-01-03T00:36:03Z,2025-01-03T05:27:03Z,0.0,0.051408280821917805,0.07238783085094602,,,,,,,,,,,
401705032,257,paired_loss,2025-01-02,2025-01-03T01:11:03Z,2025-01-03T05:27:03Z,1.0,0.02503339980544747,0.010301576328718557,,,,,,,,,,,
401705039,284,paired_loss,2025-01-03,2025-01-04T01:11:03Z,2025-01-04T05:54:03Z,1.0,0.13398323327464787,0.09963520322217725,,,,,,,,,,,
401705046,277,paired_loss,2025-01-04,2025-01-05T00:11:02Z,2025-01-05T04:47:03Z,1.0,0.045389349277978344,0.02047185675998846,,,,,,,,,,,
401705055,295,paired_loss,2025-01-05,2025-01-05T23:11:03Z,2025-01-06T04:05:02Z,0.0,0.011911183050847459,0.022341612991122105,,,,,,,,,,,
401705061,280,paired_loss,2025-01-06,2025-01-07T00:42:03Z,2025-01-07T05:21:03Z,0.0,0.004580108928571428,0.009858488158916113,,,,,,,,,,,
401705068,289,paired_loss,2025-01-07,2025-01-08T00:11:03Z,2025-01-08T04:59:03Z,1.0,0.1291068884083045,0.08145866117072915,,,,,,,,,,,
401705074,267,paired_loss,2025-01-07,2025-01-08T03:11:03Z,2025-01-08T07:37:03Z,0.0,0.12187149438202248,0.17140964005326056,,,,,,,,,,,
401705086,296,paired_loss,2025-01-09,2025-01-10T01:11:03Z,2025-01-10T06:06:03Z,0.0,0.07405577956081082,0.10475089208478787,,,,,,,,,,,
401705091,280,paired_loss,2025-01-10,2025-01-11T00:11:03Z,2025-01-11T04:50:04Z,1.0,0.007311598214285715,0.002638081509173616,,,,,,,,,,,
401705095,259,paired_loss,2025-01-10,2025-01-11T00:42:03Z,2025-01-11T05:00:04Z,0.0,0.016900809845559847,0.03113747886552887,,,,,,,,,,,
401705105,281,paired_loss,2025-01-12,2025-01-12T20:13:03Z,2025-01-13T00:53:03Z,1.0,0.02012563790035587,0.01012727554663304,,,,,,,,,,,
401705108,288,paired_loss,2025-01-12,2025-01-12T23:11:03Z,2025-01-13T03:58:03Z,1.0,0.014234855034722224,0.0033699317321600154,,,,,,,,,,,
401705110,303,paired_loss,2025-01-12,2025-01-12T23:11:03Z,2025-01-13T04:13:03Z,1.0,0.10446078712871287,0.0838257623894367,,,,,,,,,,,
401705112,289,paired_loss,2025-01-12,2025-01-13T01:11:03Z,2025-01-13T05:59:03Z,1.0,0.09373334775086506,0.050261466949384256,,,,,,,,,,,
401705118,260,paired_loss,2025-01-13,2025-01-14T03:44:04Z,2025-01-14T08:03:03Z,0.0,0.20162394615384616,0.2761313383347892,,,,,,,,,,,
401705119,251,paired_loss,2025-01-13,2025-01-14T03:42:03Z,2025-01-14T07:52:03Z,1.0,0.0482707171314741,0.025855779291074247,,,,,,,,,,,
401705126,258,paired_loss,2025-01-14,2025-01-15T03:13:03Z,2025-01-15T07:30:03Z,0.0,0.06352752034883721,0.10473483730885624,,,,,,,,,,,
401705129,274,paired_loss,2025-01-15,2025-01-16T01:11:03Z,2025-01-16T05:44:03Z,0.0,0.07727103193430658,0.11362337666296755,,,,,,,,,,,
401705133,273,paired_loss,2025-01-15,2025-01-16T01:12:04Z,2025-01-16T05:44:03Z,0.0,0.1115295293040293,0.16429691766659024,,,,,,,,,,,
401705138,274,paired_loss,2025-01-16,2025-01-17T00:11:03Z,2025-01-17T04:44:04Z,0.0,0.03233636587591241,0.04661940555284969,,,,,,,,,,,
401705142,294,paired_loss,2025-01-16,2025-01-17T03:06:03Z,2025-01-17T07:59:03Z,1.0,0.03326951360544218,0.012384852168608901,,,,,,,,,,,
401705144,253,paired_loss,2025-01-17,2025-01-18T00:44:04Z,2025-01-18T04:56:03Z,0.0,0.07805734189723319,0.09932423662935638,,,,,,,,,,,
401705145,280,paired_loss,2025-01-17,2025-01-18T01:13:03Z,2025-01-18T05:52:04Z,0.0,0.014770047321428573,0.02265304534733502,,,,,,,,,,,
401705147,302,paired_loss,2025-01-17,2025-01-18T01:11:03Z,2025-01-18T06:12:04Z,1.0,0.0024680082781456955,0.0007861920036449725,,,,,,,,,,,
401705159,266,paired_loss,2025-01-19,2025-01-19T23:11:04Z,2025-01-20T03:36:03Z,0.0,0.03761461372180451,0.05046844753831121,,,,,,,,,,,
401705161,256,paired_loss,2025-01-19,2025-01-20T00:12:04Z,2025-01-20T04:27:03Z,1.0,0.00020801562499999987,0.00014718552239748,,,,,,,,,,,
401705170,267,paired_loss,2025-01-20,2025-01-20T22:12:03Z,2025-01-21T02:38:04Z,0.0,0.00582587265917603,0.0057349119627297775,,,,,,,,,,,
401705171,297,paired_loss,2025-01-20,2025-01-21T01:12:03Z,2025-01-21T06:08:03Z,1.0,0.20861956818181818,0.1683474504924325,,,,,,,,,,,
401705172,295,paired_loss,2025-01-21,2025-01-22T00:37:04Z,2025-01-22T05:31:03Z,0.0,0.01120543813559322,0.007024920120499742,,,,,,,,,,,
401705174,289,paired_loss,2025-01-21,2025-01-22T00:43:03Z,2025-01-22T05:31:03Z,1.0,0.14468369636678202,0.12029246596079844,,,,,,,,,,,
401705176,259,paired_loss,2025-01-21,2025-01-22T03:42:03Z,2025-01-22T08:00:04Z,1.0,0.002880598455598455,0.0010329989068692221,,,,,,,,,,,
401705190,308,paired_loss,2025-01-23,2025-01-24T01:31:04Z,2025-01-24T06:38:04Z,1.0,0.030457986201298703,0.01217386953840993,,,,,,,,,,,
401705191,323,paired_loss,2025-01-23,2025-01-24T01:11:03Z,2025-01-24T06:33:03Z,0.0,0.21239841253869968,0.26252525925204995,,,,,,,,,,,
401705206,302,paired_loss,2025-01-25,2025-01-26T00:42:04Z,2025-01-26T05:43:04Z,0.0,0.06828953476821192,0.08898385814302529,,,,,,,,,,,
